id_solicitud,fecha_solicitud,departamento,zona,tipo_beneficio,canal,nivel_educativo_tutor,num_personas_hogar,ingreso_hogar,puntaje_focalizacion,estado_solicitud,gestor_asignado,tiempo_ciclo_dias,fecha_decision,fecha_entrega,costo_atencion,costo_beneficio,permanencia_escolar,transito_educacion_superior,ingreso_hogar_posterior,satisfaccion_servicio
SOL-01313,2025-11-13,Cesar,Urbano,Beca,Presencial,Secundaria,5,1182000,51.8,Aprobada,Gestor_04,21,2025-12-04,2025-12-09,28600,2499500.0,,0.0,1539000.0,4.0
SOL-01314,2026-04-15,Sucre,Urbano,Beca,Digital,Secundaria,5,974000,55.7,Rechazada,Gestor_13,17,2026-05-02,,16800,,1.0,0.0,1073000.0,
SOL-01315,2025-04-02,Magdalena,Urbano,Computador,Presencial,Secundaria,7,1013000,56.9,Aprobada,Gestor_05,13,2025-04-15,2025-04-26,36300,760500.0,1.0,1.0,1137000.0,5.0
SOL-01316,2025-09-16,La Guajira,Urbano,Computador,Digital,Universitario,3,1441000,31.3,Aprobada,Gestor_07,8,2025-09-24,2025-10-15,14800,777000.0,1.0,0.0,1369000.0,3.0
SOL-01317,2025-03-05,Cesar,Urbano,Plan_movil,Presencial,Tecnico,3,1562000,33.7,Rechazada,Gestor_10,12,2025-03-17,,19200,,1.0,0.0,1688000.0,
SOL-01318,2025-11-14,Sucre,Rural,Computador,Presencial,Secundaria,5,1119000,62.5,Aprobada,Gestor_01,26,2025-12-10,2025-12-18,34500,950200.0,1.0,,,5.0
SOL-01319,2025-12-06,Atlántico,Rural,Internet,Digital,Secundaria,5,847000,58.8,Aprobada,Gestor_12,5,2025-12-11,2025-12-16,6600,412300.0,1.0,0.0,945000.0,4.0
SOL-01320,2026-06-05,Atlántico,Urbano,Computador,Presencial,Primaria,2,1049000,78.2,Aprobada,Gestor_11,17,2026-06-22,2026-07-03,26800,915500.0,,1.0,1137000.0,4.0
SOL-01321,2025-11-08,BOLÍVAR,Urbano,Computador,Presencial,Secundaria,3,1014000,64.4,Aprobada,Gestor_05,15,2025-11-23,2025-12-06,41500,991700.0,1.0,1.0,1103000.0,3.0
SOL-01322,2025-05-18,Atlántico,Urbano,Plan_movil,Presencial,Secundaria,2,1199000,58.2,Aprobada,Gestor_15,11,2025-05-29,2025-06-02,33100,242500.0,,1.0,1525000.0,3.0
SOL-01323,2025-09-21,Córdoba,Rural,Biblioteca_digital,Digital,Secundaria,8,1224000,63.9,Rechazada,Gestor_04,6,2025-09-27,,15200,,0.0,,1415000.0,
SOL-01324,2025-08-24,Atlántico,Urbano,Plan_movil,Digital,Secundaria,2,710000,59.3,Rechazada,Gestor_07,4,2025-08-28,,13500,,1.0,0.0,,
SOL-01325,2025-04-12,Norte de Santander,Urbano,Plan_movil,Presencial,Primaria,6,883000,80.9,Aprobada,Gestor_14,5,2025-04-17,2025-04-23,21800,240700.0,1.0,0.0,1038000.0,5.0
SOL-01326,2025-05-06,Bolívar,Urbano,Plan_movil,Digital,Primaria,7,797000,77.5,Aprobada,Gestor_10,8,2025-05-14,2025-05-17,16000,204300.0,0.0,1.0,941000.0,4.0
SOL-01327,2026-04-14,Atlántico,Urbano,Computador,Presencial,Universitario,8,1198000,31.4,Aprobada,Gestor_07,11,2026-04-25,2026-04-28,34500,1015600.0,1.0,0.0,1225000.0,4.0
SOL-01328,2026-05-11,Sucre,Urbano,Computador,Presencial,Secundaria,4,925000,59.2,Rechazada,Gestor_08,14,2026-05-25,,46200,,1.0,0.0,,
SOL-01329,2026-05-21,La Guajira,Rural,Computador,Digital,Secundaria,3,959000,70.4,Aprobada,Gestor_04,10,2026-05-31,2026-06-22,15500,1132600.0,,1.0,1207000.0,5.0
SOL-01330,2025-09-02,Magdalena,Urbano,Plan_movil,Digital,Primaria,5,958000,78.2,Aprobada,Gestor_04,2,2025-09-04,2025-09-06,20000,259900.0,1.0,0.0,1002000.0,3.0
SOL-01331,2025-10-24,Cesar,Urbano,Internet,Presencial,Primaria,8,887000,64.4,Rechazada,Gestor_10,15,2025-11-08,,26000,,0.0,0.0,884000.0,
SOL-01332,2026-02-12,La Guajira,Rural,Internet,Presencial,Tecnico,5,1375000,41.2,Rechazada,Gestor_05,13,2026-02-25,,30900,,1.0,0.0,1412000.0,
SOL-01333,2025-05-30,Bol�var,Rural,Computador,Presencial,Secundaria,4,1047000,58.2,Aprobada,Gestor_05,13,2025-06-12,2025-06-24,33900,834300.0,,1.0,1170000.0,4.0
SOL-01334,2025-07-27,Norte de Santander,Urbano,Internet,Digital,Secundaria,8,1253000,60.0,Aprobada,Gestor_11,4,2025-07-31,2025-08-01,14900,300500.0,1.0,0.0,1319000.0,4.0
SOL-01335,2026-03-25,Norte de Santander,Urbano,Computador,Digital,Primaria,3,920000,76.4,Aprobada,Gestor_03,2,2026-03-27,2026-04-11,12100,895700.0,1.0,0.0,1016000.0,3.0
SOL-01336,2025-10-15,La Guajira,Urbano,Computador,Digital,Tecnico,8,1400000,37.4,Rechazada,Gestor_05,8,2025-10-23,,17300,,1.0,,1235000.0,
SOL-01337,2025-05-26,Atlántico,Rural,Computador,Digital,Primaria,5,682000,74.5,Aprobada,Gestor_05,1,2025-05-27,2025-06-08,17600,980100.0,1.0,1.0,814000.0,4.0
SOL-01338,2025-09-25,La Guajira,Urbano,Plan_movil,Digital,Primaria,5,883000,72.5,Aprobada,Gestor_08,7,2025-10-02,2025-10-05,27000,250800.0,,0.0,995000.0,4.0
SOL-01339,2025-11-25,Atlantico,Rural,Beca,Digital,Secundaria,6,1455000,68.7,Aprobada,Gestor_07,7,2025-12-02,2025-12-11,7100,2536000.0,0.0,0.0,1464000.0,4.0
SOL-01340,2025-11-02,Atlántico,Urbano,Internet,Presencial,Secundaria,2,1257000,52.0,Rechazada,Gestor_08,19,2025-11-21,,31800,,1.0,,1248000.0,
SOL-01341,2025-10-21,Bolívar,Urbano,Biblioteca_digital,Presencial,Primaria,8,740000,74.9,Aprobada,Gestor_13,17,2025-11-07,2025-11-07,25700,53500.0,0.0,0.0,696000.0,4.0
SOL-01342,2026-04-06,Magdalena,Urbano,Computador,Presencial,Secundaria,5,1401000,54.5,Aprobada,Gestor_05,11,2026-04-17,2026-04-25,33500,974200.0,,1.0,1445000.0,4.0
SOL-01343,2025-05-26,Córdoba,Urbano,Plan_movil,Presencial,Secundaria,7,883000,74.9,Aprobada,Gestor_12,7,2025-06-02,2025-06-03,40900,272100.0,1.0,0.0,865000.0,5.0
SOL-01344,2025-06-05,Sucre,Urbano,Computador,Digital,Tecnico,3,1377000,55.1,Aprobada,Gestor_11,4,2025-06-09,2025-06-28,16800,935100.0,,1.0,1850000.0,4.0
SOL-01345,2025-11-18,Sucre,Urbano,Computador,Digital,Secundaria,7,1162000,46.9,Aprobada,Gestor_02,7,2025-11-25,2025-12-10,16300,923400.0,0.0,1.0,1348000.0,5.0
SOL-01346,2025-12-29,Magdalena,Urbano,Beca,Presencial,Primaria,4,916000,68.6,Aprobada,Gestor_08,24,2026-01-22,2026-01-29,31600,2001500.0,0.0,0.0,1043000.0,5.0
SOL-01347,2026-01-17,Bolívar,Rural,Biblioteca_digital,Digital,Secundaria,8,1081000,67.0,Aprobada,Gestor_09,9,2026-01-26,2026-01-27,14100,49600.0,0.0,0.0,1136000.0,4.0
SOL-01348,2026-03-06,Bolívar,Urbano,Plan_movil,Presencial,Universitario,6,1511000,33.7,Rechazada,Gestor_02,14,2026-03-20,,42000,,,0.0,1609000.0,
SOL-01349,2025-11-08,Norte de Santander,Rural,Internet,Presencial,Secundaria,3,1011000,63.4,Aprobada,Gestor_14,15,2025-11-23,2025-11-26,36600,352700.0,0.0,0.0,1162000.0,4.0
SOL-01350,2025-09-09,Atlántico,Urbano,Beca,Digital,Tecnico,6,1123000,46.5,Rechazada,Gestor_01,15,2025-09-24,,17200,,1.0,0.0,1243000.0,
SOL-01351,2025-05-26,Córdoba,Urbano,Internet,Presencial,Primaria,2,636000,82.6,Aprobada,Gestor_12,20,2025-06-15,2025-06-19,28400,295800.0,0.0,0.0,694000.0,4.0
SOL-01352,2025-06-11,Cesar,Urbano,Biblioteca_digital,Presencial,Secundaria,5,1103000,66.2,Rechazada,Gestor_06,12,2025-06-23,,39300,,1.0,0.0,1093000.0,
SOL-01353,2026-02-09,Magdalena,Urbano,Internet,Digital,Primaria,3,761000,72.7,Aprobada,Gestor_03,4,2026-02-13,2026-02-14,20300,347800.0,0.0,0.0,821000.0,4.0
SOL-01354,2025-05-10,Sucre,Rural,Biblioteca_digital,Digital,Secundaria,4,1011000,50.4,Aprobada,Gestor_01,9,2025-05-19,2025-05-19,16700,61400.0,0.0,,1124000.0,4.0
SOL-01355,2025-11-10,Magdalena,Urbano,Computador,Digital,Universitario,8,2075000,16.5,Rechazada,Gestor_13,11,2025-11-21,,11500,,1.0,1.0,2188000.0,
SOL-01356,2025-12-27,Córdoba,Urbano,Plan_movil,Presencial,Universitario,2,1948000,29.2,Rechazada,Gestor_06,9,2026-01-05,,29500,,1.0,0.0,2241000.0,
SOL-01357,2025-03-03,Córdoba,Urbano,Internet,Presencial,Secundaria,2,1265000,45.3,Rechazada,Gestor_12,21,2025-03-24,,27800,,0.0,0.0,1449000.0,
SOL-01358,2025-03-22,Magdalena,Urbano,Plan_movil,Digital,Secundaria,6,1186000,62.0,Aprobada,Gestor_08,10,2025-04-01,2025-04-02,19400,253900.0,1.0,0.0,1325000.0,4.0
SOL-01359,2025-02-01,Bolívar,Urbano,Biblioteca_digital,Presencial,Universitario,2,1463000,27.5,Rechazada,Gestor_09,18,2025-02-19,,37900,,1.0,0.0,1827000.0,
SOL-01360,2026-04-27,Cesar,Rural,Computador,Digital,Secundaria,3,819000,75.6,Rechazada,Gestor_13,6,2026-05-03,,15200,,0.0,1.0,,
SOL-01361,2026-03-16,Córdoba,Rural,Computador,Presencial,Primaria,6,783000,77.7,Aprobada,Gestor_06,7,2026-03-23,2026-04-02,34600,687100.0,1.0,,929000.0,5.0
SOL-01362,2026-05-28,Atlántico,Urbano,Computador,Digital,Secundaria,2,1091000,59.8,Rechazada,Gestor_12,13,2026-06-10,,22500,,1.0,0.0,1211000.0,
SOL-01363,2026-03-04,La Guajira,Urbano,Biblioteca_digital,Digital,Primaria,8,1034000,62.1,Aprobada,Gestor_06,8,2026-03-12,2026-03-13,16500,52700.0,1.0,0.0,1292000.0,4.0
SOL-01364,2025-11-30,La Guajira,Urbano,Biblioteca_digital,Presencial,Secundaria,4,876000,49.9,Aprobada,Gestor_01,13,2025-12-13,2025-12-13,29900,66400.0,1.0,,,4.0
SOL-01365,2025-07-01,Sucre,Urbano,Plan_movil,Digital,Secundaria,8,1379000,65.5,Rechazada,Gestor_05,4,2025-07-05,,12900,,0.0,0.0,1371000.0,
SOL-01366,2025-09-10,Atlántico,Urbano,Plan_movil,Presencial,Secundaria,7,1142000,57.5,Rechazada,Gestor_03,15,2025-09-25,,28400,,1.0,0.0,1155000.0,
SOL-01367,2025-09-09,LA GUAJIRA,Urbano,Internet,Digital,Secundaria,3,736000,80.3,Aprobada,Gestor_07,8,2025-09-17,2025-09-20,20000,350800.0,1.0,1.0,748000.0,4.0
SOL-01368,2024-12-26,Córdoba,Urbano,Internet,Digital,Primaria,4,878000,74.3,Aprobada,Gestor_12,8,2025-01-03,2025-01-07,16400,378900.0,1.0,0.0,1041000.0,5.0
SOL-01369,2025-10-16,Atlántico,Urbano,Computador,Presencial,Secundaria,4,946000,61.4,Rechazada,Gestor_09,14,2025-10-30,,26200,,0.0,0.0,1060000.0,
SOL-01370,2025-04-15,Bolívar,Urbano,Internet,Digital,Tecnico,6,1247000,34.5,Rechazada,Gestor_13,10,2025-04-25,,17600,,,0.0,1403000.0,
SOL-01371,2026-05-11,Norte de Santander,Urbano,Plan_movil,Presencial,Secundaria,5,885000,67.6,Aprobada,Gestor_11,11,2026-05-22,2026-05-24,24700,201700.0,1.0,1.0,1026000.0,5.0
SOL-01372,2025-04-25,Atlántico,Urbano,Plan_movil,Presencial,Secundaria,6,1096000,52.6,Aprobada,Gestor_06,11,2025-05-06,2025-05-07,31500,271800.0,1.0,0.0,1308000.0,4.0
SOL-01373,2025-08-20,Córdoba,Urbano,Beca,Digital,Universitario,3,1860000,34.2,Aprobada,Gestor_05,11,2025-08-31,2025-09-05,16400,2264800.0,1.0,1.0,1834000.0,3.0
SOL-01374,2026-04-08,Magdalena,Rural,Internet,Presencial,Universitario,3,1545000,36.5,Rechazada,Gestor_07,12,2026-04-20,,33800,,,0.0,1554000.0,
SOL-01375,2025-01-09,Bolivar,Urbano,Internet,Digital,Primaria,6,949000,75.8,Rechazada,Gestor_11,4,2025-01-13,,18700,,0.0,0.0,947000.0,
SOL-01376,2025-12-26,Córdoba,Urbano,Internet,Presencial,Primaria,5,906000,89.1,Aprobada,Gestor_09,23,2026-01-18,2026-01-22,23100,279300.0,1.0,0.0,1148000.0,5.0
SOL-01377,2026-03-20,Magdalena,Urbano,Internet,Presencial,Tecnico,8,1338000,40.1,Rechazada,Gestor_05,7,2026-03-27,,40200,,0.0,0.0,1431000.0,
SOL-01378,2025-06-15,Cesar,Rural,Plan_movil,Presencial,Tecnico,6,1075000,58.4,Rechazada,Gestor_15,13,2025-06-28,,32300,,0.0,1.0,1146000.0,
SOL-01379,2025-11-23,Bolívar,Urbano,Internet,Presencial,Universitario,3,1391000,19.8,Rechazada,Gestor_05,10,2025-12-03,,32600,,1.0,0.0,1293000.0,
SOL-01380,2026-04-17,Cesar,Urbano,Computador,Digital,Tecnico,5,1233000,51.4,Aprobada,Gestor_10,9,2026-04-26,2026-05-16,13700,841500.0,,0.0,1256000.0,4.0
SOL-01381,2025-08-03,Atlántico,Urbano,Internet,Digital,Secundaria,3,1268000,58.9,Aprobada,Gestor_04,6,2025-08-09,2025-08-13,20300,390800.0,1.0,0.0,1415000.0,4.0
SOL-01382,2026-04-19,Magdalena,Rural,Plan_movil,Digital,Secundaria,5,1265000,54.3,Aprobada,Gestor_05,1,2026-04-20,2026-04-22,14500,247900.0,1.0,0.0,1523000.0,3.0
SOL-01383,2026-03-05,Norte de Santander,Rural,Internet,Presencial,Primaria,5,968000,61.7,Aprobada,Gestor_07,15,2026-03-20,2026-03-22,27900,329200.0,0.0,0.0,,4.0
SOL-01384,2025-10-22,Bolívar,Urbano,Internet,Digital,Primaria,6,921000,72.9,Aprobada,Gestor_03,6,2025-10-28,2025-10-28,14300,348300.0,1.0,0.0,,3.0
SOL-01385,2025-03-13,La Guajira,Rural,Internet,Digital,Secundaria,6,1085000,57.4,Aprobada,Gestor_04,1,2025-03-14,2025-03-18,13800,356900.0,0.0,1.0,1154000.0,3.0
SOL-01386,2026-02-11,Bolívar,Rural,Internet,Presencial,Secundaria,6,1009000,61.4,Aprobada,Gestor_09,16,2026-02-27,2026-03-01,45000,334600.0,1.0,0.0,1194000.0,4.0
SOL-01387,2026-03-27,Sucre,Rural,Plan_movil,Digital,Secundaria,5,944000,65.8,Aprobada,Gestor_15,5,2026-04-01,2026-04-03,18800,249000.0,0.0,0.0,1013000.0,4.0
SOL-01388,2025-11-10,Atlántico,Urbano,Internet,Digital,Tecnico,5,1148000,38.5,Aprobada,Gestor_12,9,2025-11-19,2025-11-23,16500,397300.0,,1.0,1433000.0,3.0
SOL-01389,2025-05-06,Norte de Santander,Urbano,Plan_movil,Presencial,Secundaria,3,1275000,74.1,Rechazada,Gestor_02,16,2025-05-22,,30300,,0.0,0.0,1531000.0,
SOL-01390,2025-04-14,Magdalena,Urbano,Biblioteca_digital,Digital,Secundaria,4,1141000,55.7,Rechazada,Gestor_08,6,2025-04-20,,17800,,0.0,0.0,1246000.0,
SOL-01391,2025-01-21,Bolívar,Rural,Internet,Presencial,Primaria,6,755000,79.8,Aprobada,Gestor_09,4,2025-01-25,2025-01-29,25700,355200.0,0.0,0.0,814000.0,5.0
SOL-01392,2026-03-31,Atlántico,Urbano,Computador,Presencial,Secundaria,7,1359000,60.7,Rechazada,Gestor_05,22,2026-04-22,,35700,,1.0,0.0,1315000.0,
SOL-01393,2026-04-14,Atlántico,Urbano,Internet,Presencial,Tecnico,3,1641000,43.4,Rechazada,Gestor_07,16,2026-04-30,,36500,,0.0,0.0,1611000.0,
SOL-01394,2025-12-17,Cesar,Urbano,Plan_movil,Digital,Secundaria,3,1500000,60.3,Rechazada,Gestor_06,7,2025-12-24,,16800,,0.0,0.0,1503000.0,
SOL-01395,2026-04-13,Bol�var,Rural,Biblioteca_digital,Presencial,Universitario,2,1578000,22.5,Rechazada,Gestor_01,10,2026-04-23,,32000,,,0.0,1567000.0,
SOL-01396,2025-11-22,Córdoba,Rural,Internet,Presencial,Secundaria,6,1124000,56.9,Aprobada,Gestor_15,7,2025-11-29,2025-12-01,33800,359500.0,0.0,1.0,1406000.0,5.0
SOL-01397,2026-04-25,magdalena,Urbano,Beca,Digital,Secundaria,8,1252000,49.3,Aprobada,Gestor_08,6,2026-05-01,2026-05-09,16000,2565900.0,1.0,0.0,1433000.0,5.0
SOL-01398,2025-11-09,BOLÍVAR,Rural,Computador,Digital,Secundaria,3,1366000,55.6,Rechazada,Gestor_09,7,2025-11-16,,16600,,1.0,0.0,1485000.0,
SOL-01399,2025-10-25,Cesar,Urbano,Plan_movil,Digital,Secundaria,2,1122000,56.3,Aprobada,Gestor_10,8,2025-11-02,2025-11-05,19800,229100.0,1.0,1.0,1146000.0,5.0
SOL-01400,2025-04-06,La Guajira,Rural,Internet,Presencial,Tecnico,7,1142000,51.8,Aprobada,Gestor_11,15,2025-04-21,2025-04-25,27200,358600.0,1.0,0.0,1261000.0,4.0
SOL-01401,2026-03-07,Atlántico,Urbano,Internet,Digital,Secundaria,7,993000,57.3,Aprobada,Gestor_01,4,2026-03-11,2026-03-15,20000,324500.0,0.0,0.0,1182000.0,5.0
SOL-01402,2025-04-08,Atlántico,Urbano,Computador,Presencial,Tecnico,8,1528000,41.4,Rechazada,Gestor_15,15,2025-04-23,,24400,,0.0,0.0,1534000.0,
SOL-01403,2025-04-23,Atlántico,Rural,Internet,Presencial,Primaria,6,932000,76.8,Aprobada,Gestor_08,24,2025-05-17,2025-05-18,22800,346500.0,1.0,0.0,1084000.0,5.0
SOL-01404,2026-03-02,Sucre,Urbano,Plan_movil,Digital,Tecnico,5,1296000,46.4,Aprobada,Gestor_03,3,2026-03-05,2026-03-07,16000,231100.0,0.0,1.0,1423000.0,4.0
SOL-01405,2025-01-10,La Guajira,Rural,Beca,Digital,Primaria,2,842000,70.3,Aprobada,Gestor_12,10,2025-01-20,2025-01-26,18900,2279000.0,1.0,0.0,1047000.0,4.0
SOL-01406,2025-04-01,  Magdalena  ,Urbano,Computador,Digital,Tecnico,5,1285000,48.2,Rechazada,Gestor_06,2,2025-04-03,,20400,,1.0,1.0,1339000.0,
SOL-01407,2025-01-28,Cordoba,Urbano,Computador,Digital,Secundaria,7,1284000,58.6,Rechazada,Gestor_10,5,2025-02-02,,13300,,1.0,0.0,1271000.0,
SOL-01408,2025-05-10,Sucre,Urbano,Computador,Digital,Secundaria,7,1000000,55.3,Aprobada,Gestor_08,3,2025-05-13,2025-05-27,18400,1028700.0,,0.0,1162000.0,4.0
SOL-01409,2025-07-10,Cesar,Urbano,Computador,Presencial,Secundaria,4,932000,56.0,Rechazada,Gestor_05,20,2025-07-30,,32600,,1.0,1.0,,
SOL-01410,2025-07-26,Cordoba,Urbano,Beca,Presencial,Universitario,4,1797000,37.6,Aprobada,Gestor_08,20,2025-08-15,2025-08-22,42500,2166200.0,1.0,0.0,2195000.0,3.0
SOL-01411,2025-11-16,Atlántico,Urbano,Biblioteca_digital,Digital,Primaria,8,876000,71.3,Aprobada,Gestor_07,7,2025-11-23,2025-11-23,22300,51200.0,1.0,0.0,897000.0,4.0
SOL-01412,2025-07-31,ATLÁNTICO,Urbano,Computador,Presencial,Secundaria,4,1066000,62.1,Aprobada,Gestor_07,10,2025-08-10,2025-08-27,41300,946700.0,1.0,0.0,1119000.0,4.0
SOL-01413,2026-04-01,Bolívar,Urbano,Computador,Digital,Tecnico,4,1492000,34.7,Rechazada,Gestor_07,7,2026-04-08,,14800,,1.0,0.0,1582000.0,
SOL-01414,2026-04-24,Atlántico,Rural,Computador,Digital,Secundaria,8,888000,68.9,Aprobada,Gestor_09,1,2026-04-25,2026-05-04,10400,798800.0,0.0,0.0,963000.0,3.0
SOL-01415,2026-04-08,  Cesar  ,Rural,Plan_movil,Presencial,Primaria,3,991000,70.3,Aprobada,Gestor_06,15,2026-04-23,2026-04-25,22700,224000.0,1.0,1.0,1137000.0,4.0
SOL-01416,2026-04-11,Norte de Santander,Urbano,Plan_movil,Digital,Secundaria,4,1013000,63.2,Rechazada,Gestor_06,4,2026-04-15,,20400,,0.0,1.0,1074000.0,
SOL-01417,2025-12-20,Atl�ntico,Rural,Computador,Digital,Secundaria,3,1271000,58.0,Rechazada,Gestor_11,4,2025-12-24,,17700,,1.0,,1226000.0,
SOL-01418,2025-06-03,Atlántico,Urbano,Internet,Digital,Universitario,3,1321000,33.1,Rechazada,Gestor_09,5,2025-06-08,,11700,,0.0,0.0,1405000.0,
SOL-01419,2025-03-25,Magdalena,Urbano,Internet,Presencial,Tecnico,6,1377000,48.5,Aprobada,Gestor_15,20,2025-04-14,2025-04-16,33000,328100.0,0.0,0.0,1495000.0,4.0
SOL-01420,2025-09-30,Norte de Santander,Rural,Computador,Presencial,Secundaria,3,1063000,58.8,Aprobada,Gestor_06,6,2025-10-06,2025-10-28,25900,685000.0,1.0,1.0,1053000.0,4.0
SOL-01421,2025-03-28,Bolívar,Rural,Plan_movil,Presencial,Universitario,3,1554000,15.1,Rechazada,Gestor_07,17,2025-04-14,,40600,,1.0,1.0,1615000.0,
SOL-01422,2026-02-07,Magdalena,Urbano,Plan_movil,Digital,Secundaria,4,1154000,68.7,Aprobada,Gestor_15,7,2026-02-14,2026-02-17,11800,208100.0,0.0,,1265000.0,4.0
SOL-01423,2025-10-27,Atlántico,Rural,Computador,Digital,Primaria,3,834000,73.9,Rechazada,Gestor_07,7,2025-11-03,,20300,,0.0,0.0,823000.0,
SOL-01424,2026-01-15,Atlántico,Urbano,Internet,Presencial,Secundaria,5,1143000,62.9,Rechazada,Gestor_02,25,2026-02-09,,27200,,1.0,0.0,,
SOL-01425,2025-07-23,Norte de Santander,Rural,Internet,Digital,Secundaria,8,1247000,65.5,Aprobada,Gestor_13,10,2025-08-02,2025-08-05,15500,420700.0,0.0,0.0,1470000.0,3.0
SOL-01426,2026-04-26,Norte de Santander,Urbano,Internet,Presencial,Primaria,4,991000,71.3,Aprobada,Gestor_12,5,2026-05-01,2026-05-02,37000,282100.0,0.0,1.0,1074000.0,3.0
SOL-01427,2025-03-07,Atlántico,Urbano,Computador,Digital,Universitario,8,1383000,34.1,Aprobada,Gestor_08,4,2025-03-11,2025-03-24,20700,1065700.0,,0.0,1675000.0,4.0
SOL-01428,2025-05-01,Norte de Santander,Urbano,Biblioteca_digital,Presencial,Tecnico,2,1285000,39.0,Aprobada,Gestor_12,12,2025-05-13,2025-05-14,44200,60400.0,0.0,1.0,,4.0
SOL-01429,2026-06-04,La Guajira,Urbano,Plan_movil,Presencial,Secundaria,4,1140000,63.1,Rechazada,Gestor_11,20,2026-06-24,,30700,,1.0,0.0,1133000.0,
SOL-01430,2025-02-07,Córdoba,Urbano,Computador,Presencial,Secundaria,3,1208000,60.2,Rechazada,Gestor_06,3,2025-02-10,,35600,,1.0,0.0,1406000.0,
SOL-01431,2025-01-17,  Magdalena  ,Rural,Plan_movil,Digital,Tecnico,5,1292000,41.6,Aprobada,Gestor_04,4,2025-01-21,2025-01-23,16800,222900.0,1.0,0.0,1373000.0,5.0
SOL-01432,2025-06-15,Cesar,Urbano,Internet,Presencial,Universitario,8,1597000,30.4,Rechazada,Gestor_11,19,2025-07-04,,28700,,1.0,0.0,1659000.0,
SOL-01433,2024-12-26,Magdalena,Urbano,Internet,Presencial,Tecnico,4,1409000,36.6,Rechazada,Gestor_13,13,2025-01-08,,34300,,0.0,0.0,1376000.0,
SOL-01434,2025-03-23,La Guajira�,Urbano,Computador,Presencial,Secundaria,5,1125000,62.5,Rechazada,Gestor_07,5,2025-03-28,,27200,,1.0,0.0,1306000.0,
SOL-01435,2025-01-19,Atlántico,Urbano,Computador,Presencial,Tecnico,8,1133000,48.3,Rechazada,Gestor_08,7,2025-01-26,,31800,,1.0,0.0,1099000.0,
SOL-01436,2025-02-22,Atlántico,Urbano,Internet,Digital,Secundaria,2,861000,62.8,Rechazada,Gestor_01,6,2025-02-28,,10800,,0.0,0.0,1016000.0,
SOL-01437,2025-04-30,Bolívar,Urbano,Biblioteca_digital,Digital,Secundaria,7,679000,72.0,Rechazada,Gestor_10,7,2025-05-07,,19200,,0.0,0.0,767000.0,
SOL-01438,2025-11-02,LA GUAJIRA,Urbano,Computador,Presencial,Primaria,2,871000,74.2,Rechazada,Gestor_13,10,2025-11-12,,21000,,0.0,0.0,936000.0,
SOL-01439,2026-02-01,Atlantico,Urbano,Internet,Presencial,Primaria,7,647000,74.8,Rechazada,Gestor_13,4,2026-02-05,,41100,,1.0,0.0,719000.0,
SOL-01440,2025-10-21,La Guajira,Urbano,Plan_movil,Presencial,Secundaria,6,1467000,50.6,Rechazada,Gestor_04,15,2025-11-05,,36000,,1.0,0.0,1765000.0,
SOL-01441,2025-03-03,Norte de Santander,Rural,Internet,Digital,Secundaria,7,1113000,72.6,Aprobada,Gestor_04,9,2025-03-12,2025-03-14,14600,355100.0,1.0,0.0,1208000.0,4.0
SOL-01442,2025-01-16,Atlántico,Rural,Plan_movil,Digital,Primaria,6,745000,63.0,Aprobada,Gestor_10,4,2025-01-20,2025-01-26,12700,256500.0,0.0,0.0,856000.0,3.0
SOL-01443,2025-03-14,La Guajira,Urbano,Computador,Digital,Tecnico,4,1489000,46.8,Aprobada,Gestor_09,5,2025-03-19,2025-03-24,15900,934800.0,1.0,0.0,1687000.0,5.0
SOL-01444,2025-08-17,Magdalena,Urbano,Internet,Digital,Primaria,6,1050000,70.1,Aprobada,Gestor_13,10,2025-08-27,2025-08-29,12800,423100.0,1.0,0.0,,5.0
SOL-01445,2025-12-19,Cordoba,Urbano,Biblioteca_digital,Digital,Secundaria,5,1270000,60.5,Aprobada,Gestor_06,5,2025-12-24,2025-12-25,12400,61600.0,1.0,0.0,1393000.0,5.0
SOL-01446,2026-05-19,Atlántico,Urbano,Computador,Digital,Secundaria,6,1032000,49.5,Aprobada,Gestor_04,11,2026-05-30,2026-06-15,22000,853200.0,1.0,0.0,1197000.0,4.0
SOL-01447,2026-05-09,La Guajira,Urbano,Plan_movil,Presencial,Universitario,5,1635000,37.1,Rechazada,Gestor_13,9,2026-05-18,,31900,,1.0,1.0,2008000.0,
SOL-01448,2025-12-13,Córdoba,Urbano,Computador,Digital,Secundaria,8,1321000,52.4,Rechazada,Gestor_01,2,2025-12-15,,23900,,0.0,0.0,,
SOL-01449,2025-08-03,Norte de Santander,Urbano,Computador,Digital,Primaria,8,1030000,84.3,Aprobada,Gestor_08,9,2025-08-12,2025-08-12,15500,867500.0,1.0,0.0,1166000.0,3.0
SOL-01450,2025-11-03,La Guajira,Urbano,Internet,Presencial,Secundaria,7,906000,52.6,Rechazada,Gestor_11,17,2025-11-20,,32800,,1.0,,,
SOL-01451,2025-07-29,Magdalena�,Urbano,Computador,Digital,Tecnico,7,1251000,52.8,Rechazada,Gestor_09,5,2025-08-03,,15700,,,0.0,1360000.0,
SOL-01452,2026-05-06,Cesar,Rural,Internet,Digital,Universitario,7,1483000,23.4,Rechazada,Gestor_05,9,2026-05-15,,13000,,0.0,1.0,1614000.0,
